sample_id,chart_id,representative_sample_id,chart_type,split,selection_reason,pseudo_gold,raw_geometry_value,raw_absolute_error,raw_axis_normalized_error,calibrated_absolute_error,calibrated_axis_normalized_error,overlay_file,overlay_sha256
fgmvp_0037,d06513beafeca7f3e1dc8da074a588cc5d0c935e67fdd01ac8c2acef9142d58f,1239,line,test,all_line_samples,16.0,15.949644757090532,0.0503552429094682,0.0022631772742556,0.0556023217396273,0.0024990031561006,examples/debug_overlays/fgmvp_0037.png,0d32bca27d5c5c2d5207809e7a2eb3b176325e061654a17f4355e2c896abf478
fgmvp_0040,2a6cb688ecc10d292c729ab031e3cd051a46617a5f14a587e6f455447e18c5a1,5213,line,train,all_line_samples,8.0,7.37694291022347,0.6230570897765304,0.0122120021952898,0.3791690299285246,0.0074317636406863,examples/debug_overlays/fgmvp_0040.png,1ac6b715832392abb8d32d1267bc2ab638ec6f1c62449acb96b0e1c11bd5501b
fgmvp_0041,3570cd6566e81f7ef55f3b2ae5b5c7e35bd82e702597c16f2be5984a8e9d85c3,1869,bar,train,train_bar_error_quantile,18.9,18.764367816091955,0.1356321839080436,0.004446956849444,0.0013970594588101,4.580522815771116e-05,examples/debug_overlays/fgmvp_0041.png,a6e00e22651cb1756b548a64ae7925a451f54cba87dbe98d225e4d44287d79e2
fgmvp_0043,4e134f86b7106e0d34f3eb6716459454737b738ad14f804e07e254d18bd829d8,556,line,train,all_line_samples,20.0,13.019029762739528,6.980970237260472,0.1215656986486502,6.697508129047435,0.116629526733547,examples/debug_overlays/fgmvp_0043.png,bb108d37790fd96c4ef1221a1744ae76f0dab7d9889653d022843f42488e94f9
fgmvp_0046,02fbe52b0addee5150272781d9f1cd9034dff40bb5674f6f804a0c50ef7cda29,1191,line,train,all_line_samples,2.9,2.883511869752531,0.016488130247469,0.0029587923560201,0.0092116114765397,0.0016530222174583,examples/debug_overlays/fgmvp_0046.png,19843c44da5843c5a5677463532948a28e3341a9486ef48d2faa61c3df46cb2e
fgmvp_0050,ecd4d5c7ea2637ca9ae5fac111d3d436bede5a1ed521129f1c287eb68cb3f22e,7079,bar,test,all_test_bar_samples,3.9,3.828148317883958,0.0718516821160419,0.0088748781926965,0.035961628247652,0.0044418594096865,examples/debug_overlays/fgmvp_0050.png,e082e4794e132e8b7d1c9093bf0e0bf30bf14cdf5a8592925bcd008ad2e3184e
fgmvp_0052,a812edb9bbf14bdb57c1e7ab7f75fb3293660606bb79b4551c28c38e7d673ceb,1500,bar,test,all_test_bar_samples,29.0,29.037371699271866,0.037371699271862,0.0023039398561365,0.1085707360821892,0.0066933120768788,examples/debug_overlays/fgmvp_0052.png,585b0d392dd302126d654e708a2c3384c968f9411f1e0481507faeec93f5ec9c
fgmvp_0054,17c6c561c6276c4aab1b6bd0697280bd78983f4ae29059d03539d20ac7c11daa,4187,bar,test,all_test_bar_samples,59.0,58.17554866120564,0.8244513387943613,0.0058974168482941,0.2070376520045229,0.0014809695608575,examples/debug_overlays/fgmvp_0054.png,295334f29dd07919bf9c9113aa278afc90d03cd00dbbebfea12176010ac02e11
fgmvp_0058,18bb8b3f69e5fc0f73dbc3c6ed1ad5be56eb13eec281030ca09805d9b2333be6,2214,bar,test,all_test_bar_samples,100.4,99.6149258817515,0.7850741182485024,0.0055319435039649,0.1610668971952975,0.0011349412175644,examples/debug_overlays/fgmvp_0058.png,f3982d90ddacceeec3bac70ba6dc3df73261f3d9618d74397515f4c3165d7df1
fgmvp_0059,da8227279fa53d8478e6d3278ee08bf02b508e108a5f6e96efffd4b1649dc0fe,3129,bar,train,train_bar_error_quantile,688.0,675.8808367517393,12.119163248260747,0.0072700120485183,4.738570594877956,0.0028425613725816,examples/debug_overlays/fgmvp_0059.png,0e9201e68fd9808d35add83353ec4780d1fa285c5e9a130ca63f4506e36980a6
fgmvp_0067,82394dbe9e5ffd0d8e62d047229e5095f1b0dac53296d913a9e4a65565770576,2386,bar,test,all_test_bar_samples,15.0,14.839221739515908,0.1607782604840935,0.0032475318246357,0.0580323960482616,0.001172186167826,examples/debug_overlays/fgmvp_0067.png,b4fd582892ac11f454d59f2d4efa4340615a0faeb6d29f2b40612932ad47648a
fgmvp_0068,ae0fbfa81783e9a42d131f0e3068f6510f1174fde6b5bee18c2445a1e510a4db,282,bar,test,all_test_bar_samples,42.7,42.670009051779886,0.0299909482201172,0.0024551716061356,0.0236095760425172,0.0019327685242578,examples/debug_overlays/fgmvp_0068.png,4493f13be79e6d9d54bc10e9374c52971e22ab5a097e30ec4e29d0fd0e84f80c
fgmvp_0074,65fed7b10054d8f2200ccfc59fa01a9560b109e468758931c0e0cc023b6e69ac,5772,bar,train,train_bar_error_quantile,6.0,5.959594612812081,0.0404053871879188,0.0022163924138658,0.0405317960382412,0.0022233264302532,examples/debug_overlays/fgmvp_0074.png,7b82a53af01f08efe35036a5ff2a4de964097ad809261649d9ddd1b6ada35e74
fgmvp_0075,b8dc979da31a72808058dc616c7cd4504129a10d31af0d2155e5b16455e61827,878,bar,test,all_test_bar_samples,1.5,1.4771943211059075,0.0228056788940924,0.0058390638272297,0.0052798404645553,0.0013518266925224,examples/debug_overlays/fgmvp_0075.png,1695bc525e1474c9fe445f09ded1304ad6c8a4244e0e4ad17e60da5ed9983dd8
fgmvp_0076,7bdb29b657afc5581db608a80ae61a0287d8dbfe1fcb24c036c6f90e8e5e2643,218,bar,test,all_test_bar_samples,381.0,375.4487983141718,5.551201685828175,0.004539778506689,0.1385814854266982,0.0001133320827761,examples/debug_overlays/fgmvp_0076.png,92dbf91d64c8c88b37b0355b158db80e877ab61af9e636c3f9ebbfc941d770fc
fgmvp_0078,ace8e5f4b2d818db4454f4100daee1cf7521458feeb21eadb1f85c1323b50a1c,2230,bar,test,all_test_bar_samples,20.2,20.00476969761761,0.195230302382388,0.0031970024381989,0.0759982073149529,0.0012445120000314,examples/debug_overlays/fgmvp_0078.png,56ced49bc66435c6b1271a6fad3e7637e954e7596eaaacb4c2dc495fca22d7c0
fgmvp_0079,231d575a3bb0ec3e43be3dc0f2c283c235657d98062655b6180966c87ea43c65,3384,bar,test,all_test_bar_samples,8.8,8.754321867710015,0.0456781322899857,0.0041031464617947,0.0041387860291042,0.0003717762614205,examples/debug_overlays/fgmvp_0079.png,7474bc6b6093080c0a333fc382f1781047a8ba85fabf0e3cd06bda2d5a3cfe02
fgmvp_0080,6035ec2e1197ba04f0b9b73df44571ebb1e53294fd2df5d2162e51957306be05,32,bar,test,all_test_bar_samples,14.6,14.576616137701697,0.0233838622983046,0.0016412712397857,0.0397339133703571,0.0027888519196264,examples/debug_overlays/fgmvp_0080.png,e4f2d647676fba9a8ace542eacc01e622fc10acfe4f8cdce3f077302786f53b6
fgmvp_0082,f8397d215b66ea8f32c900fc81ef9bcad597bd641f9de2e4e04dac4f7bf96944,2084,bar,test,all_test_bar_samples,5.1,5.098980197608768,0.001019802391232,7.250137741013333e-05,0.0626383989640553,0.0044531864630883,examples/debug_overlays/fgmvp_0082.png,a00e2cbcd1f7a8fa0c19f5b56508220f1143f5d1ec73ed8e059b813ebf72f5cd
fgmvp_0084,2053449d42ad9411eae99b9d96ecb200c559ad0439b321a562320c1168e72f23,2624,bar,test,all_test_bar_samples,8.0,7.745170176042656,0.2548298239573441,0.0075640247413713,0.1043009472794684,0.0030959286221632,examples/debug_overlays/fgmvp_0084.png,138b80d2558265570f0302eb3ebc1d9f9bb8c09214a3a75fadd62c051ac83a62
