sample_id,chart_id,representative_sample_id,chart_type,source_image_path,masked_image_path,debug_overlay_path,masked_label_text,pseudo_gold,label_ocr_confidence,crop_confirm_text,crop_confirm_confidence,label_bbox,mask_pixel_count,tick_values,tick_pixel_y,tick_details,axis_slope,axis_intercept,axis_r_squared,axis_max_residual_pixels,axis_tick_step,axis_span,plot_bbox,bar_bbox,line_point,target_x,target_y,geometry_score,raw_geometry_value,absolute_error,relative_error,axis_normalized_error,finmme_numerical_sample_ids,finmme_numerical_gold,finmme_numerical_unit,finmme_numerical_tolerance,geometry_gold_access
fgmvp_0068,859985823fb9f665b64de0e78e12e02c17933f96779ef9b89b6d22a4e9048d35,3218,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/3218.jpg,phase6_geometry_scale/masked_images/fgmvp_0068.png,phase6_geometry_scale/debug_overlays/fgmvp_0068.png,6.2,6.2,0.9988940559345864,6.2,0.9992448158333587,"[516.0,313.0,562.0,346.0]",1764,"[12.0,10.0,8.0,6.0,4.0,2.0,0.0]","[110.0,194.5,279.5,364.5,450.5,536.5,620.5]","[{""value"":12.0,""pixel_y"":110.0,""text"":""12.0"",""confidence"":0.9989500045776367,""bbox"":[25.0,94.0,80.0,126.0]},{""value"":10.0,""pixel_y"":194.5,""text"":""10.0"",""confidence"":0.9999746084213257,""bbox"":[25.0,178.0,80.0,211.0]},{""value"":8.0,""pixel_y"":279.5,""text"":""8.0"",""confidence"":0.9999611825102453,""bbox"":[36.0,263.0,80.0,296.0]},{""value"":6.0,""pixel_y"":364.5,""text"":""6.0"",""confidence"":0.9997835468927713,""bbox"":[36.0,348.0,80.0,381.0]},{""value"":4.0,""pixel_y"":450.5,""text"":""4.0"",""confidence"":0.9127630591392517,""bbox"":[36.0,434.0,80.0,467.0]},{""value"":2.0,""pixel_y"":536.5,""text"":""2.0"",""confidence"":0.9300470352172852,""bbox"":[38.0,521.0,80.0,552.0]},{""value"":0.0,""pixel_y"":620.5,""text"":""0.0"",""confidence"":0.9999447333157349,""bbox"":[36.0,604.0,80.0,637.0]}]",-0.02346511257965592,14.568118250514367,0.9999909137740864,0.8913082517732035,2.0,14.172927998112176,"[92.288,63.24999999999999,1008.64,667.25]","[521,360,36,260]",null,539.0,360.0,2.582270391734451,6.120677721838236,0.07932227816176418,0.012793915832542609,0.005596746005647517,3218,8.7,percentage,2.0,False
fgmvp_0069,859985823fb9f665b64de0e78e12e02c17933f96779ef9b89b6d22a4e9048d35,3218,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/3218.jpg,phase6_geometry_scale/masked_images/fgmvp_0069.png,phase6_geometry_scale/debug_overlays/fgmvp_0069.png,6.4,6.4,0.9986977284323297,6.4,0.9968931065283854,"[221.0,304.0,268.0,340.0]",1950,"[12.0,10.0,8.0,6.0,4.0,2.0,0.0]","[110.0,194.5,279.5,364.5,450.5,536.5,620.5]","[{""value"":12.0,""pixel_y"":110.0,""text"":""12.0"",""confidence"":0.9989500045776367,""bbox"":[25.0,94.0,80.0,126.0]},{""value"":10.0,""pixel_y"":194.5,""text"":""10.0"",""confidence"":0.9999746084213257,""bbox"":[25.0,178.0,80.0,211.0]},{""value"":8.0,""pixel_y"":279.5,""text"":""8.0"",""confidence"":0.9999611825102453,""bbox"":[36.0,263.0,80.0,296.0]},{""value"":6.0,""pixel_y"":364.5,""text"":""6.0"",""confidence"":0.9997835468927713,""bbox"":[36.0,348.0,80.0,381.0]},{""value"":4.0,""pixel_y"":450.5,""text"":""4.0"",""confidence"":0.9127630591392517,""bbox"":[36.0,434.0,80.0,467.0]},{""value"":2.0,""pixel_y"":536.5,""text"":""2.0"",""confidence"":0.9300470352172852,""bbox"":[38.0,521.0,80.0,552.0]},{""value"":0.0,""pixel_y"":620.5,""text"":""0.0"",""confidence"":0.9999447333157349,""bbox"":[36.0,604.0,80.0,637.0]}]",-0.02346511257965592,14.568118250514367,0.9999909137740864,0.8913082517732035,2.0,14.172927998112176,"[92.288,63.24999999999999,1008.64,667.25]","[225,352,38,268]",null,244.0,352.0,2.5500938180469257,6.308398622475483,0.09160137752451725,0.01431271523820582,0.006463123042515879,3218,8.7,percentage,2.0,False
fgmvp_0070,c2dbced08b36e465094b3f0c1d6ce788187f37ea862c965fe262ec8f0da597ac,7462,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7462.jpg,phase6_geometry_scale/masked_images/fgmvp_0070.png,phase6_geometry_scale/debug_overlays/fgmvp_0070.png,29,29.0,1.0,29,0.47802868485450745,"[287.0,30.0,323.0,61.0]",1326,"[29.0,27.0,25.0,23.0,21.0,19.0,17.0,15.0]","[70.5,140.0,209.0,277.0,346.0,415.0,484.5,552.0]","[{""value"":29.0,""pixel_y"":70.5,""text"":""29"",""confidence"":0.650023533035491,""bbox"":[23.0,55.0,59.0,86.0]},{""value"":27.0,""pixel_y"":140.0,""text"":""27"",""confidence"":0.6423098371560061,""bbox"":[25.0,126.0,58.0,154.0]},{""value"":25.0,""pixel_y"":209.0,""text"":""25"",""confidence"":0.9999998314126102,""bbox"":[25.0,194.0,59.0,224.0]},{""value"":23.0,""pixel_y"":277.0,""text"":""23"",""confidence"":0.9999996628252286,""bbox"":[25.0,263.0,59.0,291.0]},{""value"":21.0,""pixel_y"":346.0,""text"":""21"",""confidence"":1.0,""bbox"":[25.0,332.0,58.0,360.0]},{""value"":19.0,""pixel_y"":415.0,""text"":""19"",""confidence"":0.9999996628252286,""bbox"":[25.0,401.0,59.0,429.0]},{""value"":17.0,""pixel_y"":484.5,""text"":""17"",""confidence"":0.9999998314126102,""bbox"":[25.0,471.0,59.0,498.0]},{""value"":15.0,""pixel_y"":552.0,""text"":""15"",""confidence"":0.9999989884757856,""bbox"":[25.0,538.0,59.0,566.0]}]",-0.02906552818300219,31.06117841105093,0.9999925767723375,0.7249134948098027,2.0,16.20112540920542,"[71.288,32.55,1008.64,589.95]","[283,74,45,477]",null,305.5,74.0,2.7642189041561847,28.910329325508766,0.08967067449123434,0.003092092223835667,0.005534842316588932,7462,28.6,hours,2.0,False
fgmvp_0071,c2dbced08b36e465094b3f0c1d6ce788187f37ea862c965fe262ec8f0da597ac,7462,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7462.jpg,phase6_geometry_scale/masked_images/fgmvp_0071.png,phase6_geometry_scale/debug_overlays/fgmvp_0071.png,27,27.0,1.0,27,1.0,"[740.0,90.0,774.0,118.0]",1147,"[29.0,27.0,25.0,23.0,21.0,19.0,17.0,15.0]","[70.5,140.0,209.0,277.0,346.0,415.0,484.5,552.0]","[{""value"":29.0,""pixel_y"":70.5,""text"":""29"",""confidence"":0.650023533035491,""bbox"":[23.0,55.0,59.0,86.0]},{""value"":27.0,""pixel_y"":140.0,""text"":""27"",""confidence"":0.6423098371560061,""bbox"":[25.0,126.0,58.0,154.0]},{""value"":25.0,""pixel_y"":209.0,""text"":""25"",""confidence"":0.9999998314126102,""bbox"":[25.0,194.0,59.0,224.0]},{""value"":23.0,""pixel_y"":277.0,""text"":""23"",""confidence"":0.9999996628252286,""bbox"":[25.0,263.0,59.0,291.0]},{""value"":21.0,""pixel_y"":346.0,""text"":""21"",""confidence"":1.0,""bbox"":[25.0,332.0,58.0,360.0]},{""value"":19.0,""pixel_y"":415.0,""text"":""19"",""confidence"":0.9999996628252286,""bbox"":[25.0,401.0,59.0,429.0]},{""value"":17.0,""pixel_y"":484.5,""text"":""17"",""confidence"":0.9999998314126102,""bbox"":[25.0,471.0,59.0,498.0]},{""value"":15.0,""pixel_y"":552.0,""text"":""15"",""confidence"":0.9999989884757856,""bbox"":[25.0,538.0,59.0,566.0]}]",-0.02906552818300219,31.06117841105093,0.9999925767723375,0.7249134948098027,2.0,16.20112540920542,"[71.288,32.55,1008.64,589.95]","[735,133,44,416]",null,757.0,133.0,2.570597979492699,27.195463162711636,0.19546316271163633,0.007239376396727271,0.012064789190544434,7462,28.6,hours,2.0,False
fgmvp_0072,c2dbced08b36e465094b3f0c1d6ce788187f37ea862c965fe262ec8f0da597ac,7462,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7462.jpg,phase6_geometry_scale/masked_images/fgmvp_0072.png,phase6_geometry_scale/debug_overlays/fgmvp_0072.png,30,30.0,0.9999961224921389,30,0.9999993256504904,"[137.0,14.0,173.0,42.0]",1209,"[29.0,27.0,25.0,23.0,21.0,19.0,17.0,15.0]","[70.5,139.0,209.0,277.0,346.0,415.0,484.5,552.0]","[{""value"":29.0,""pixel_y"":70.5,""text"":""29"",""confidence"":0.650023533035491,""bbox"":[23.0,55.0,59.0,86.0]},{""value"":27.0,""pixel_y"":139.0,""text"":""27"",""confidence"":1.0,""bbox"":[23.0,124.0,58.0,154.0]},{""value"":25.0,""pixel_y"":209.0,""text"":""25"",""confidence"":0.9999998314126102,""bbox"":[25.0,194.0,59.0,224.0]},{""value"":23.0,""pixel_y"":277.0,""text"":""23"",""confidence"":0.9999996628252286,""bbox"":[25.0,263.0,59.0,291.0]},{""value"":21.0,""pixel_y"":346.0,""text"":""21"",""confidence"":1.0,""bbox"":[25.0,332.0,58.0,360.0]},{""value"":19.0,""pixel_y"":415.0,""text"":""19"",""confidence"":0.9999996628252286,""bbox"":[25.0,401.0,59.0,429.0]},{""value"":17.0,""pixel_y"":484.5,""text"":""17"",""confidence"":0.9999998314126102,""bbox"":[25.0,471.0,59.0,498.0]},{""value"":15.0,""pixel_y"":552.0,""text"":""15"",""confidence"":0.9999989884757856,""bbox"":[25.0,538.0,59.0,566.0]}]",-0.029040381064014974,31.049708749073677,0.9999916931864676,0.700950734658271,2.0,16.18710840508195,"[71.288,32.55,1008.64,589.95]","[133,53,44,497]",null,155.0,53.0,2.546380681563366,29.510568552680883,0.4894314473191166,0.016314381577303885,0.030235878766677028,7462,28.6,hours,2.0,False
fgmvp_0073,c2dbced08b36e465094b3f0c1d6ce788187f37ea862c965fe262ec8f0da597ac,7462,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7462.jpg,phase6_geometry_scale/masked_images/fgmvp_0073.png,phase6_geometry_scale/debug_overlays/fgmvp_0073.png,28,28.0,1.0,28,1.0,"[588.0,78.0,624.0,109.0]",1326,"[29.0,27.0,25.0,23.0,21.0,19.0,17.0,15.0]","[70.5,140.0,209.0,277.0,346.0,415.0,484.5,552.0]","[{""value"":29.0,""pixel_y"":70.5,""text"":""29"",""confidence"":0.650023533035491,""bbox"":[23.0,55.0,59.0,86.0]},{""value"":27.0,""pixel_y"":140.0,""text"":""27"",""confidence"":0.6423098371560061,""bbox"":[25.0,126.0,58.0,154.0]},{""value"":25.0,""pixel_y"":209.0,""text"":""25"",""confidence"":0.9999998314126102,""bbox"":[25.0,194.0,59.0,224.0]},{""value"":23.0,""pixel_y"":277.0,""text"":""23"",""confidence"":0.9999996628252286,""bbox"":[25.0,263.0,59.0,291.0]},{""value"":21.0,""pixel_y"":346.0,""text"":""21"",""confidence"":1.0,""bbox"":[25.0,332.0,58.0,360.0]},{""value"":19.0,""pixel_y"":415.0,""text"":""19"",""confidence"":0.9999996628252286,""bbox"":[25.0,401.0,59.0,429.0]},{""value"":17.0,""pixel_y"":484.5,""text"":""17"",""confidence"":0.9999998314126102,""bbox"":[25.0,471.0,59.0,498.0]},{""value"":15.0,""pixel_y"":552.0,""text"":""15"",""confidence"":0.9999989884757856,""bbox"":[25.0,538.0,59.0,566.0]}]",-0.02906552818300219,31.06117841105093,0.9999925767723375,0.7249134948098027,2.0,16.20112540920542,"[71.288,32.55,1008.64,589.95]","[585,121,44,430]",null,607.0,121.0,2.4195220680200746,27.544249500907664,0.45575049909233556,0.016276803539011984,0.028130792619713924,7462,28.6,hours,2.0,False
fgmvp_0074,c2dbced08b36e465094b3f0c1d6ce788187f37ea862c965fe262ec8f0da597ac,7462,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7462.jpg,phase6_geometry_scale/masked_images/fgmvp_0074.png,phase6_geometry_scale/debug_overlays/fgmvp_0074.png,24,24.0,0.8292260232709088,24,0.9999997471189183,"[889.0,218.0,926.0,250.0]",1400,"[29.0,27.0,25.0,23.0,21.0,19.0,17.0,15.0]","[70.5,140.0,209.0,277.0,346.0,415.0,484.5,552.0]","[{""value"":29.0,""pixel_y"":70.5,""text"":""29"",""confidence"":0.650023533035491,""bbox"":[23.0,55.0,59.0,86.0]},{""value"":27.0,""pixel_y"":140.0,""text"":""27"",""confidence"":0.6423098371560061,""bbox"":[25.0,126.0,58.0,154.0]},{""value"":25.0,""pixel_y"":209.0,""text"":""25"",""confidence"":0.9999998314126102,""bbox"":[25.0,194.0,59.0,224.0]},{""value"":23.0,""pixel_y"":277.0,""text"":""23"",""confidence"":0.9999996628252286,""bbox"":[25.0,263.0,59.0,291.0]},{""value"":21.0,""pixel_y"":346.0,""text"":""21"",""confidence"":1.0,""bbox"":[25.0,332.0,58.0,360.0]},{""value"":19.0,""pixel_y"":415.0,""text"":""19"",""confidence"":0.9999996628252286,""bbox"":[25.0,401.0,59.0,429.0]},{""value"":17.0,""pixel_y"":484.5,""text"":""17"",""confidence"":0.9999998314126102,""bbox"":[25.0,471.0,59.0,498.0]},{""value"":15.0,""pixel_y"":552.0,""text"":""15"",""confidence"":0.9999989884757856,""bbox"":[25.0,538.0,59.0,566.0]}]",-0.02906552818300219,31.06117841105093,0.9999925767723375,0.7249134948098027,2.0,16.20112540920542,"[71.288,32.55,1008.64,589.95]","[884,261,47,290]",null,907.5,261.0,2.4444312859963757,23.475075555287358,0.5249244447126422,0.02187185186302676,0.03240049264814542,7462,28.6,hours,2.0,False
fgmvp_0075,69fa6f61c59e9617b0bb8a8876634be294098e986fca2fddae6c2a20626ebaf2,5465,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5465.jpg,phase6_geometry_scale/masked_images/fgmvp_0075.png,phase6_geometry_scale/debug_overlays/fgmvp_0075.png,48.0,48.0,0.999289870262146,48.0,0.9990613460540771,"[206.0,137.0,262.0,170.0]",2124,"[60.0,50.0,40.0,30.0,20.0,10.0,0.0,-10.0]","[110.0,169.5,228.5,289.5,348.5,407.5,468.5,528.5]","[{""value"":60.0,""pixel_y"":110.0,""text"":""60"",""confidence"":0.9997809277104676,""bbox"":[31.0,94.0,67.0,126.0]},{""value"":50.0,""pixel_y"":169.5,""text"":""50"",""confidence"":0.9999039908290579,""bbox"":[31.0,153.0,67.0,186.0]},{""value"":40.0,""pixel_y"":228.5,""text"":""40"",""confidence"":0.9999994942378553,""bbox"":[31.0,212.0,67.0,245.0]},{""value"":30.0,""pixel_y"":289.5,""text"":""30"",""confidence"":0.9999969654282558,""bbox"":[31.0,273.0,67.0,306.0]},{""value"":20.0,""pixel_y"":348.5,""text"":""20"",""confidence"":0.9999973026027609,""bbox"":[31.0,332.0,67.0,365.0]},{""value"":10.0,""pixel_y"":407.5,""text"":""10"",""confidence"":0.9999538073665201,""bbox"":[31.0,391.0,67.0,424.0]},{""value"":0.0,""pixel_y"":468.5,""text"":""0"",""confidence"":0.9999964237245109,""bbox"":[47.0,456.0,65.0,481.0]},{""value"":-10.0,""pixel_y"":528.5,""text"":""-10"",""confidence"":0.9952956093674935,""bbox"":[23.0,513.0,69.0,544.0]}]",-0.16731155319933771,78.34101455436384,0.9999853009967561,0.9656035255451878,10.0,80.9704261708195,"[81.288,77.275,1008.64,561.225]","[214,183,39,286]",null,233.5,183.0,2.746386728863992,47.723000318885035,0.2769996811149653,0.00577082668989511,0.003420998186802082,10894,19.67,percentage,3.0,False
fgmvp_0076,69fa6f61c59e9617b0bb8a8876634be294098e986fca2fddae6c2a20626ebaf2,5465,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5465.jpg,phase6_geometry_scale/masked_images/fgmvp_0076.png,phase6_geometry_scale/debug_overlays/fgmvp_0076.png,5.0,5.0,0.9990849520558093,5.0,0.8470492362976074,"[410.0,394.0,454.0,427.0]",1692,"[60.0,50.0,40.0,30.0,20.0,10.0,0.0,-10.0]","[110.0,169.5,228.5,289.5,348.5,407.5,468.5,528.5]","[{""value"":60.0,""pixel_y"":110.0,""text"":""60"",""confidence"":0.9997809277104676,""bbox"":[31.0,94.0,67.0,126.0]},{""value"":50.0,""pixel_y"":169.5,""text"":""50"",""confidence"":0.9999039908290579,""bbox"":[31.0,153.0,67.0,186.0]},{""value"":40.0,""pixel_y"":228.5,""text"":""40"",""confidence"":0.9999994942378553,""bbox"":[31.0,212.0,67.0,245.0]},{""value"":30.0,""pixel_y"":289.5,""text"":""30"",""confidence"":0.9999969654282558,""bbox"":[31.0,273.0,67.0,306.0]},{""value"":20.0,""pixel_y"":348.5,""text"":""20"",""confidence"":0.9999973026027609,""bbox"":[31.0,332.0,67.0,365.0]},{""value"":10.0,""pixel_y"":407.5,""text"":""10"",""confidence"":0.9999538073665201,""bbox"":[31.0,391.0,67.0,424.0]},{""value"":0.0,""pixel_y"":468.5,""text"":""0"",""confidence"":0.9999964237245109,""bbox"":[47.0,456.0,65.0,481.0]},{""value"":-10.0,""pixel_y"":528.5,""text"":""-10"",""confidence"":0.9952956093674935,""bbox"":[23.0,513.0,69.0,544.0]}]",-0.16731155319933771,78.34101455436384,0.9999853009967561,0.9656035255451878,10.0,80.9704261708195,"[81.288,77.275,1008.64,561.225]","[413,440,40,28]",null,433.0,440.0,2.1968559975824733,4.7239311466552465,0.2760688533447535,0.0552137706689507,0.003409502288679376,10894,19.67,percentage,3.0,False
fgmvp_0077,684f6ac269d0ca76c0110a35a7bea1790f8452c58961c6bd6f5e40707304b02a,2645,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2645.jpg,phase6_geometry_scale/masked_images/fgmvp_0077.png,phase6_geometry_scale/debug_overlays/fgmvp_0077.png,21.3,21.3,0.8925952161409375,21.3,0.9753817847919786,"[599.0,134.0,658.0,166.0]",2170,"[25.0,20.0,15.0,10.0,5.0,0.0]","[111.0,201.5,290.5,380.5,470.5,559.5]","[{""value"":25.0,""pixel_y"":111.0,""text"":""25"",""confidence"":0.9999995785315409,""bbox"":[22.0,93.0,62.0,129.0]},{""value"":20.0,""pixel_y"":201.5,""text"":""20"",""confidence"":0.9999976397772992,""bbox"":[23.0,185.0,61.0,218.0]},{""value"":15.0,""pixel_y"":290.5,""text"":""15"",""confidence"":0.9999935936850367,""bbox"":[25.0,274.0,61.0,307.0]},{""value"":10.0,""pixel_y"":380.5,""text"":""10"",""confidence"":0.9999865130351151,""bbox"":[25.0,364.0,61.0,397.0]},{""value"":5.0,""pixel_y"":470.5,""text"":""5"",""confidence"":0.9999964237245109,""bbox"":[38.0,455.0,62.0,486.0]},{""value"":0.0,""pixel_y"":559.5,""text"":""0"",""confidence"":0.9999955892611503,""bbox"":[39.0,546.0,58.0,573.0]}]",-0.05574110937147217,31.205787286576523,0.9999955021242106,0.46727185857644626,5.0,30.518257380881014,"[74.288,61.49999999999999,1008.64,609.0]","[611,181,38,379]",null,630.0,181.0,2.850826138184254,21.11664649034006,0.18335350965994124,0.00860814599342447,0.006007994079465625,2645,1.1,percentage,2.0,False
fgmvp_0078,684f6ac269d0ca76c0110a35a7bea1790f8452c58961c6bd6f5e40707304b02a,2645,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2645.jpg,phase6_geometry_scale/masked_images/fgmvp_0078.png,phase6_geometry_scale/debug_overlays/fgmvp_0078.png,18.5,18.5,0.9964662790298462,18.5,0.9805098230997655,"[399.0,183.0,458.0,216.0]",2232,"[25.0,20.0,15.0,10.0,5.0,0.0]","[111.0,201.5,290.5,380.5,470.5,559.5]","[{""value"":25.0,""pixel_y"":111.0,""text"":""25"",""confidence"":0.9999995785315409,""bbox"":[22.0,93.0,62.0,129.0]},{""value"":20.0,""pixel_y"":201.5,""text"":""20"",""confidence"":0.9999976397772992,""bbox"":[23.0,185.0,61.0,218.0]},{""value"":15.0,""pixel_y"":290.5,""text"":""15"",""confidence"":0.9999935936850367,""bbox"":[25.0,274.0,61.0,307.0]},{""value"":10.0,""pixel_y"":380.5,""text"":""10"",""confidence"":0.9999865130351151,""bbox"":[25.0,364.0,61.0,397.0]},{""value"":5.0,""pixel_y"":470.5,""text"":""5"",""confidence"":0.9999964237245109,""bbox"":[38.0,455.0,62.0,486.0]},{""value"":0.0,""pixel_y"":559.5,""text"":""0"",""confidence"":0.9999955892611503,""bbox"":[39.0,546.0,58.0,573.0]}]",-0.05574110937147217,31.205787286576523,0.9999955021242106,0.46727185857644626,5.0,30.518257380881014,"[74.288,61.49999999999999,1008.64,609.0]","[409,230,39,330]",null,428.5,230.0,2.709213122224341,18.385332131137922,0.11466786886207814,0.006198263181733953,0.0037573530962457546,2645,1.1,percentage,2.0,False
fgmvp_0079,684f6ac269d0ca76c0110a35a7bea1790f8452c58961c6bd6f5e40707304b02a,2645,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2645.jpg,phase6_geometry_scale/masked_images/fgmvp_0079.png,phase6_geometry_scale/debug_overlays/fgmvp_0079.png,13.6,13.6,0.9995604753494263,13.6,0.9681648052096975,"[497.0,270.0,559.0,307.0]",2600,"[25.0,20.0,15.0,10.0,5.0,0.0]","[111.0,201.5,290.5,380.5,470.5,559.5]","[{""value"":25.0,""pixel_y"":111.0,""text"":""25"",""confidence"":0.9999995785315409,""bbox"":[22.0,93.0,62.0,129.0]},{""value"":20.0,""pixel_y"":201.5,""text"":""20"",""confidence"":0.9999976397772992,""bbox"":[23.0,185.0,61.0,218.0]},{""value"":15.0,""pixel_y"":290.5,""text"":""15"",""confidence"":0.9999935936850367,""bbox"":[25.0,274.0,61.0,307.0]},{""value"":10.0,""pixel_y"":380.5,""text"":""10"",""confidence"":0.9999865130351151,""bbox"":[25.0,364.0,61.0,397.0]},{""value"":5.0,""pixel_y"":470.5,""text"":""5"",""confidence"":0.9999964237245109,""bbox"":[38.0,455.0,62.0,486.0]},{""value"":0.0,""pixel_y"":559.5,""text"":""0"",""confidence"":0.9999955892611503,""bbox"":[39.0,546.0,58.0,573.0]}]",-0.05574110937147217,31.205787286576523,0.9999955021242106,0.46727185857644626,5.0,30.518257380881014,"[74.288,61.49999999999999,1008.64,609.0]","[511,319,37,240]",null,529.5,319.0,2.6033642127702006,13.424373397076902,0.1756266029230975,0.012913720803168934,0.005754804434971557,2645,1.1,percentage,2.0,False
fgmvp_0080,684f6ac269d0ca76c0110a35a7bea1790f8452c58961c6bd6f5e40707304b02a,2645,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2645.jpg,phase6_geometry_scale/masked_images/fgmvp_0080.png,phase6_geometry_scale/debug_overlays/fgmvp_0080.png,15.4,15.4,0.9057795180834316,15.4,0.9344122077980116,"[700.0,239.0,758.0,272.0]",2196,"[25.0,20.0,15.0,10.0,5.0,0.0]","[111.0,201.5,290.5,380.5,470.5,559.5]","[{""value"":25.0,""pixel_y"":111.0,""text"":""25"",""confidence"":0.9999995785315409,""bbox"":[22.0,93.0,62.0,129.0]},{""value"":20.0,""pixel_y"":201.5,""text"":""20"",""confidence"":0.9999976397772992,""bbox"":[23.0,185.0,61.0,218.0]},{""value"":15.0,""pixel_y"":290.5,""text"":""15"",""confidence"":0.9999935936850367,""bbox"":[25.0,274.0,61.0,307.0]},{""value"":10.0,""pixel_y"":380.5,""text"":""10"",""confidence"":0.9999865130351151,""bbox"":[25.0,364.0,61.0,397.0]},{""value"":5.0,""pixel_y"":470.5,""text"":""5"",""confidence"":0.9999964237245109,""bbox"":[38.0,455.0,62.0,486.0]},{""value"":0.0,""pixel_y"":559.5,""text"":""0"",""confidence"":0.9999955892611503,""bbox"":[39.0,546.0,58.0,573.0]}]",-0.05574110937147217,31.205787286576523,0.9999955021242106,0.46727185857644626,5.0,30.518257380881014,"[74.288,61.49999999999999,1008.64,609.0]","[711,286,38,274]",null,730.0,286.0,2.6586816360934398,15.263830006335484,0.13616999366451665,0.00884220738081277,0.00446191903964425,2645,1.1,percentage,2.0,False
fgmvp_0081,684f6ac269d0ca76c0110a35a7bea1790f8452c58961c6bd6f5e40707304b02a,2645,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2645.jpg,phase6_geometry_scale/masked_images/fgmvp_0081.png,phase6_geometry_scale/debug_overlays/fgmvp_0081.png,16.1,16.1,0.8448707921029682,16.1,0.9929448363282579,"[297.0,225.0,353.0,262.0]",2360,"[25.0,20.0,15.0,10.0,5.0,0.0]","[111.0,201.5,290.5,380.5,470.5,559.5]","[{""value"":25.0,""pixel_y"":111.0,""text"":""25"",""confidence"":0.9999995785315409,""bbox"":[22.0,93.0,62.0,129.0]},{""value"":20.0,""pixel_y"":201.5,""text"":""20"",""confidence"":0.9999976397772992,""bbox"":[23.0,185.0,61.0,218.0]},{""value"":15.0,""pixel_y"":290.5,""text"":""15"",""confidence"":0.9999935936850367,""bbox"":[25.0,274.0,61.0,307.0]},{""value"":10.0,""pixel_y"":380.5,""text"":""10"",""confidence"":0.9999865130351151,""bbox"":[25.0,364.0,61.0,397.0]},{""value"":5.0,""pixel_y"":470.5,""text"":""5"",""confidence"":0.9999964237245109,""bbox"":[38.0,455.0,62.0,486.0]},{""value"":0.0,""pixel_y"":559.5,""text"":""0"",""confidence"":0.9999955892611503,""bbox"":[39.0,546.0,58.0,573.0]}]",-0.05574110937147217,31.205787286576523,0.9999955021242106,0.46727185857644626,5.0,30.518257380881014,"[74.288,61.49999999999999,1008.64,609.0]","[309,273,38,287]",null,328.0,273.0,2.67835798320562,15.98846442816462,0.11153557183538076,0.0069276752692783074,0.003654716271750668,2645,1.1,percentage,2.0,False
fgmvp_0082,684f6ac269d0ca76c0110a35a7bea1790f8452c58961c6bd6f5e40707304b02a,2645,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2645.jpg,phase6_geometry_scale/masked_images/fgmvp_0082.png,phase6_geometry_scale/debug_overlays/fgmvp_0082.png,10.6,10.6,0.999847412109375,10.6,0.9951180896968381,"[198.0,323.0,257.0,359.0]",2418,"[25.0,20.0,15.0,10.0,5.0,0.0]","[111.0,201.5,290.5,380.5,470.5,559.5]","[{""value"":25.0,""pixel_y"":111.0,""text"":""25"",""confidence"":0.9999995785315409,""bbox"":[22.0,93.0,62.0,129.0]},{""value"":20.0,""pixel_y"":201.5,""text"":""20"",""confidence"":0.9999976397772992,""bbox"":[23.0,185.0,61.0,218.0]},{""value"":15.0,""pixel_y"":290.5,""text"":""15"",""confidence"":0.9999935936850367,""bbox"":[25.0,274.0,61.0,307.0]},{""value"":10.0,""pixel_y"":380.5,""text"":""10"",""confidence"":0.9999865130351151,""bbox"":[25.0,364.0,61.0,397.0]},{""value"":5.0,""pixel_y"":470.5,""text"":""5"",""confidence"":0.9999964237245109,""bbox"":[38.0,455.0,62.0,486.0]},{""value"":0.0,""pixel_y"":559.5,""text"":""0"",""confidence"":0.9999955892611503,""bbox"":[39.0,546.0,58.0,573.0]}]",-0.05574110937147217,31.205787286576523,0.9999955021242106,0.46727185857644626,5.0,30.518257380881014,"[74.288,61.49999999999999,1008.64,609.0]","[209,373,38,187]",null,228.0,373.0,2.4972627208273384,10.414353491017405,0.18564650898259494,0.017513821602131597,0.006083129408918944,2645,1.1,percentage,2.0,False
